Vendor ID,Vendor Name,Vendor Category,Invoice Number,Invoice Date,Invoice Amount,Due Date,Payment Date,Payment Status,Payment Method,Days Overdue
VEN872,"Harrison, Campbell and Harrison",Logistics,INV-2023-872,30-07-2024,12154.55,29-08-2024,,Overdue,Cheque,196
VEN873,Jones-Young,Packaging,INV-2023-873,17-10-2024,179055.62,16-11-2024,,Overdue,Cheque,117
VEN874,Freeman Inc,Restaurant Partners,INV-2023-874,23-10-2024,52983.21,22-11-2024,,Overdue,Bank Transfer,111
VEN875,Johnson Ltd,Logistics,INV-2023-875,26-01-2025,152362.18,25-02-2025,,Pending,Bank Transfer,0
VEN876,Gutierrez-Brown,Logistics,INV-2023-876,07-12-2024,157898.81,06-01-2025,,Pending,Bank Transfer,0
VEN877,"Cruz, Price and Zimmerman",Marketing,INV-2023-877,29-06-2024,93571.79,29-07-2024,24-07-2024,Paid,Cheque,0
VEN878,Johnston-Williams,Logistics,INV-2023-878,13-01-2025,156173.8,12-02-2025,,Pending,Bank Transfer,0
VEN879,Allen-Roman,Marketing,INV-2023-879,08-12-2024,111304.31,07-01-2025,,Overdue,Bank Transfer,65
VEN880,Aguilar-Stewart,Restaurant Partners,INV-2023-880,22-11-2024,105914.03,22-12-2024,,Overdue,Bank Transfer,81
VEN881,Wells-Maxwell,Restaurant Partners,INV-2023-881,13-12-2024,50297.76,12-01-2025,,Pending,Bank Transfer,0
VEN882,Alvarez-Gonzalez,Logistics,INV-2023-882,21-12-2024,41177.94,20-01-2025,18-01-2025,Paid,UPI,0
VEN883,Moran-Holland,Logistics,INV-2023-883,06-03-2025,185783.81,05-04-2025,,Pending,UPI,0
VEN884,"Wilkinson, Kennedy and Howe",Logistics,INV-2023-884,15-10-2024,133679.14,14-11-2024,12-11-2024,Paid,Bank Transfer,0
VEN885,"Gray, Tyler and Rhodes",Packaging,INV-2023-885,24-06-2024,46106.2,24-07-2024,,Pending,Cheque,0
VEN886,"West, Henry and Whitehead",Packaging,INV-2023-886,08-05-2024,99034.89,07-06-2024,,Pending,UPI,0
VEN887,Ochoa LLC,Logistics,INV-2023-887,17-04-2024,94478.84,17-05-2024,,Overdue,Bank Transfer,300
VEN888,"Bauer, Holmes and Clark",Packaging,INV-2023-888,07-05-2024,11157.59,06-06-2024,,Pending,Cheque,0
VEN889,Hall PLC,Marketing,INV-2023-889,12-03-2025,141271.18,11-04-2025,,Overdue,Bank Transfer,-29
VEN890,Carter Inc,Packaging,INV-2023-890,30-10-2024,29084.55,29-11-2024,,Pending,Bank Transfer,0
VEN891,Williams-Grant,Marketing,INV-2023-891,12-08-2024,165107.33,11-09-2024,11-09-2024,Paid,UPI,0
VEN892,Bell-Rodriguez,Restaurant Partners,INV-2023-892,29-03-2024,195831.56,28-04-2024,,Overdue,UPI,319
VEN893,Sanders Inc,Restaurant Partners,INV-2023-893,22-09-2024,161759.8,22-10-2024,,Overdue,Cheque,142
VEN894,"Nelson, Hernandez and Valencia",Logistics,INV-2023-894,26-09-2024,187049.87,26-10-2024,21-10-2024,Paid,Cheque,0
VEN895,Romero-Castro,Logistics,INV-2023-895,08-11-2024,32464.19,08-12-2024,,Overdue,Bank Transfer,95
VEN896,English Ltd,Packaging,INV-2023-896,09-04-2024,49185.8,09-05-2024,04-05-2024,Paid,Bank Transfer,0
VEN897,Freeman-Johnson,Packaging,INV-2023-897,10-09-2024,24455.35,10-10-2024,,Overdue,Bank Transfer,154
VEN898,"Grant, Hernandez and Lane",Restaurant Partners,INV-2023-898,09-01-2025,73028.7,08-02-2025,,Overdue,UPI,33
VEN899,Aguirre-Burnett,Restaurant Partners,INV-2023-899,28-06-2024,120863.01,28-07-2024,,Overdue,Bank Transfer,228
VEN900,Carter-Jenkins,Restaurant Partners,INV-2023-900,05-11-2024,147557.43,05-12-2024,,Pending,Bank Transfer,0
VEN901,Cardenas Ltd,Marketing,INV-2023-901,19-10-2024,23074.47,18-11-2024,,Overdue,Cheque,115
VEN902,Brown-Hernandez,Logistics,INV-2023-902,11-07-2024,89283.09,10-08-2024,,Pending,Cheque,0
VEN903,"Wells, Frazier and Liu",Packaging,INV-2023-903,06-01-2025,5944.37,05-02-2025,03-02-2025,Paid,UPI,0
VEN904,Bowen-Williams,Marketing,INV-2023-904,26-04-2024,58444.84,26-05-2024,,Pending,Bank Transfer,0
VEN905,Cervantes Group,Marketing,INV-2023-905,23-06-2024,180640.17,23-07-2024,28-07-2024,Paid,UPI,0
VEN906,"Evans, Schwartz and Stevens",Logistics,INV-2023-906,20-04-2024,85804.44,20-05-2024,,Overdue,Bank Transfer,297
VEN907,Lambert Group,Logistics,INV-2023-907,16-12-2024,36870.91,15-01-2025,20-01-2025,Paid,Bank Transfer,0
VEN908,Ellison-Smith,Restaurant Partners,INV-2023-908,29-06-2024,161516.24,29-07-2024,,Pending,Cheque,0
VEN909,Miller LLC,Restaurant Partners,INV-2023-909,03-01-2025,67436.31,02-02-2025,02-02-2025,Paid,UPI,0
VEN910,"Williams, Ramirez and Brooks",Logistics,INV-2023-910,26-02-2025,27298.23,28-03-2025,02-04-2025,Paid,Cheque,0
VEN911,"Rogers, Carr and Wright",Logistics,INV-2023-911,03-11-2024,80952.51,03-12-2024,,Overdue,Bank Transfer,100
VEN912,"Mitchell, Dudley and Kennedy",Logistics,INV-2023-912,04-05-2024,198002.47,03-06-2024,,Pending,Bank Transfer,0
VEN913,Bryant-Kerr,Logistics,INV-2023-913,21-12-2024,115549.87,20-01-2025,30-01-2025,Paid,Cheque,0
VEN914,Blankenship LLC,Restaurant Partners,INV-2023-914,15-10-2024,37427.91,14-11-2024,09-11-2024,Paid,Cheque,0
VEN915,"Cabrera, Rice and Miller",Marketing,INV-2023-915,24-01-2025,87766.77,23-02-2025,,Pending,Bank Transfer,0
VEN916,Castillo Inc,Marketing,INV-2023-916,12-06-2024,58796.2,12-07-2024,,Pending,UPI,0
VEN917,"Johnson, Thompson and Fowler",Restaurant Partners,INV-2023-917,16-08-2024,154193.52,15-09-2024,,Overdue,Bank Transfer,179
VEN918,Schneider-Key,Packaging,INV-2023-918,16-07-2024,193350.18,15-08-2024,25-08-2024,Paid,Bank Transfer,0
VEN919,Howard and Sons,Packaging,INV-2023-919,23-06-2024,192205.28,23-07-2024,18-07-2024,Paid,Bank Transfer,0
VEN920,Martinez PLC,Restaurant Partners,INV-2023-920,28-01-2025,37247.38,27-02-2025,09-03-2025,Paid,UPI,0
VEN921,Bowman-Phillips,Marketing,INV-2023-921,17-08-2024,150064.08,16-09-2024,,Overdue,Bank Transfer,178
VEN922,Jones Group,Logistics,INV-2023-922,16-08-2024,171406.72,15-09-2024,,Overdue,UPI,179
VEN923,Bond-Willis,Marketing,INV-2023-923,14-04-2024,111764.86,14-05-2024,,Overdue,Cheque,303
VEN924,"Alvarez, Lewis and Carter",Restaurant Partners,INV-2023-924,16-08-2024,20573.88,15-09-2024,,Overdue,UPI,179
VEN925,Rubio-Garcia,Packaging,INV-2023-925,19-09-2024,94596.43,19-10-2024,,Overdue,Cheque,145
VEN926,"Yang, Roman and Singleton",Packaging,INV-2023-926,04-12-2024,29310.81,03-01-2025,,Overdue,UPI,69
VEN927,"Pacheco, Vega and Flores",Packaging,INV-2023-927,26-02-2025,142702.06,28-03-2025,02-04-2025,Paid,Bank Transfer,0
VEN928,Marquez-Ramirez,Restaurant Partners,INV-2023-928,04-01-2025,191158.41,03-02-2025,,Pending,Cheque,0
VEN929,Holland Group,Marketing,INV-2023-929,18-01-2025,111464.91,17-02-2025,,Overdue,UPI,24
VEN930,Page LLC,Marketing,INV-2023-930,03-07-2024,122094.16,02-08-2024,,Overdue,UPI,223
VEN931,"Armstrong, Barnes and Bell",Marketing,INV-2023-931,01-07-2024,187687.83,31-07-2024,,Overdue,UPI,225
VEN932,"Summers, Sims and Gomez",Marketing,INV-2023-932,27-01-2025,88688.4,26-02-2025,,Overdue,Bank Transfer,15
VEN933,"Lin, Roberts and Thomas",Logistics,INV-2023-933,13-12-2024,118757.06,12-01-2025,07-01-2025,Paid,Bank Transfer,0
VEN934,Obrien PLC,Restaurant Partners,INV-2023-934,25-11-2024,133676.75,25-12-2024,04-01-2025,Paid,Bank Transfer,0
VEN935,Rogers-Jackson,Marketing,INV-2023-935,31-05-2024,50702.81,30-06-2024,30-06-2024,Paid,Cheque,0
VEN936,"Hess, Vargas and Steele",Restaurant Partners,INV-2023-936,17-10-2024,71616.7,16-11-2024,21-11-2024,Paid,Cheque,0
VEN937,Patel PLC,Logistics,INV-2023-937,25-08-2024,51696.48,24-09-2024,,Pending,Cheque,0
VEN938,Crawford PLC,Logistics,INV-2023-938,16-06-2024,63675.71,16-07-2024,,Overdue,Cheque,240
VEN939,Moran Ltd,Marketing,INV-2023-939,05-06-2024,68153.89,05-07-2024,,Pending,Cheque,0
VEN940,Miller-Houston,Logistics,INV-2023-940,07-10-2024,104100.78,06-11-2024,01-11-2024,Paid,Bank Transfer,0
VEN941,"Dixon, Dawson and Turner",Logistics,INV-2023-941,27-06-2024,82438.45,27-07-2024,,Overdue,Bank Transfer,229
VEN942,Williams-Herrera,Restaurant Partners,INV-2023-942,16-12-2024,31679.86,15-01-2025,15-01-2025,Paid,Cheque,0
VEN943,Snow Ltd,Logistics,INV-2023-943,12-05-2024,68032.51,11-06-2024,,Overdue,Bank Transfer,275
VEN944,Oneill-Hurst,Packaging,INV-2023-944,23-03-2024,128548.95,22-04-2024,,Pending,Cheque,0
VEN945,"Nolan, Mccall and Payne",Marketing,INV-2023-945,30-05-2024,65682.26,29-06-2024,,Pending,Bank Transfer,0
VEN946,Patel-Suarez,Restaurant Partners,INV-2023-946,31-01-2025,82800.96,02-03-2025,,Pending,Bank Transfer,0
VEN947,Scott LLC,Logistics,INV-2023-947,06-02-2025,129567.95,08-03-2025,,Pending,Cheque,0
VEN948,Hernandez Group,Logistics,INV-2023-948,14-06-2024,79105.43,14-07-2024,14-07-2024,Paid,Bank Transfer,0
VEN949,"Raymond, Martin and Avila",Marketing,INV-2023-949,04-03-2025,42138.13,03-04-2025,,Pending,Bank Transfer,0
VEN950,"Williamson, Carter and Davis",Logistics,INV-2023-950,05-11-2024,170989.62,05-12-2024,,Overdue,UPI,98
VEN951,"Wall, Webb and Riley",Packaging,INV-2023-951,19-12-2024,143825.29,18-01-2025,,Overdue,Cheque,54
VEN952,Maldonado-Howard,Packaging,INV-2023-952,26-03-2024,86080.61,25-04-2024,,Overdue,Bank Transfer,322
VEN953,Sutton-Lopez,Packaging,INV-2023-953,28-01-2025,45666.42,27-02-2025,,Overdue,UPI,14
VEN954,Dickson-Kirk,Marketing,INV-2023-954,01-10-2024,199509.14,31-10-2024,,Pending,Bank Transfer,0
VEN955,Paul-Gomez,Restaurant Partners,INV-2023-955,21-07-2024,90228.42,20-08-2024,,Pending,UPI,0
VEN956,"Velazquez, Hawkins and Douglas",Restaurant Partners,INV-2023-956,30-10-2024,184258.82,29-11-2024,04-12-2024,Paid,UPI,0
VEN957,Quinn Inc,Restaurant Partners,INV-2023-957,19-03-2024,194384.09,18-04-2024,,Overdue,Cheque,329
VEN958,Hill Inc,Restaurant Partners,INV-2023-958,09-10-2024,170349.05,08-11-2024,,Overdue,UPI,125
VEN959,Carpenter LLC,Restaurant Partners,INV-2023-959,30-03-2024,151468.01,29-04-2024,,Overdue,Bank Transfer,318
VEN960,Blake LLC,Restaurant Partners,INV-2023-960,04-01-2025,7206.25,03-02-2025,,Overdue,Cheque,38
VEN961,Lee-Smith,Restaurant Partners,INV-2023-961,25-08-2024,191581.91,24-09-2024,22-09-2024,Paid,UPI,0
VEN962,Davenport-Morrow,Marketing,INV-2023-962,17-04-2024,160143.59,17-05-2024,,Overdue,UPI,300
VEN963,Jefferson Ltd,Packaging,INV-2023-963,30-09-2024,119649.67,30-10-2024,30-10-2024,Paid,Cheque,0
VEN964,Duffy-Jones,Marketing,INV-2023-964,13-11-2024,114099.35,13-12-2024,,Pending,UPI,0
VEN965,Underwood-Jones,Logistics,INV-2023-965,15-10-2024,68569.71,14-11-2024,12-11-2024,Paid,Bank Transfer,0
VEN966,Rowland-Young,Restaurant Partners,INV-2023-966,08-11-2024,37544.53,08-12-2024,,Overdue,Bank Transfer,95
VEN967,Sandoval Ltd,Logistics,INV-2023-967,12-05-2024,14319.94,11-06-2024,,Overdue,Cheque,275
VEN968,Gomez and Sons,Packaging,INV-2023-968,20-08-2024,128839.29,19-09-2024,,Pending,UPI,0
VEN969,"Snyder, Livingston and Romero",Restaurant Partners,INV-2023-969,14-05-2024,59396.44,13-06-2024,23-06-2024,Paid,UPI,0
VEN970,Atkinson-Burke,Logistics,INV-2023-970,20-10-2024,150555.4,19-11-2024,,Pending,Cheque,0
VEN971,Perez Inc,Marketing,INV-2023-971,16-06-2024,116018.78,16-07-2024,14-07-2024,Paid,UPI,0
VEN972,Woods-Michael,Restaurant Partners,INV-2023-972,03-11-2024,117253.25,03-12-2024,08-12-2024,Paid,Bank Transfer,0
VEN973,"Martinez, Mitchell and Wells",Packaging,INV-2023-973,27-09-2024,95724.63,27-10-2024,,Pending,UPI,0
VEN974,Poole-Adams,Marketing,INV-2023-974,16-03-2024,84811.15,15-04-2024,,Overdue,UPI,332
VEN975,"Booth, Mcbride and Hayes",Logistics,INV-2023-975,24-10-2024,83833.3,23-11-2024,,Overdue,Cheque,110
VEN976,Cruz Ltd,Packaging,INV-2023-976,28-11-2024,101509.9,28-12-2024,07-01-2025,Paid,Cheque,0
VEN977,"Reyes, Montes and Flores",Marketing,INV-2023-977,16-11-2024,19614.83,16-12-2024,26-12-2024,Paid,Bank Transfer,0
VEN978,Woods and Sons,Packaging,INV-2023-978,05-09-2024,116409.74,05-10-2024,15-10-2024,Paid,Bank Transfer,0
VEN979,"Brown, Green and Morales",Packaging,INV-2023-979,11-05-2024,50595.13,10-06-2024,,Overdue,UPI,276
VEN980,"Salinas, Hess and Sandoval",Marketing,INV-2023-980,09-12-2024,63533,08-01-2025,,Pending,Bank Transfer,0
VEN981,Callahan-Nguyen,Logistics,INV-2023-981,26-07-2024,138424.21,25-08-2024,,Pending,UPI,0
VEN982,"Henderson, Brown and Sanchez",Packaging,INV-2023-982,09-11-2024,180334.33,09-12-2024,,Pending,UPI,0
VEN983,Smith-Davis,Restaurant Partners,INV-2023-983,02-09-2024,53611.85,02-10-2024,27-09-2024,Paid,Cheque,0
VEN984,"Molina, Lopez and Bowen",Packaging,INV-2023-984,23-08-2024,168146,22-09-2024,02-10-2024,Paid,UPI,0
VEN985,"Davis, Jacobs and Thomas",Restaurant Partners,INV-2023-985,06-04-2024,152296.92,06-05-2024,06-05-2024,Paid,UPI,0
VEN986,Mason-Miller,Marketing,INV-2023-986,11-10-2024,22591.44,10-11-2024,05-11-2024,Paid,Bank Transfer,0
VEN987,Wilson-Walker,Packaging,INV-2023-987,25-02-2025,127094.58,27-03-2025,,Pending,Bank Transfer,0
VEN988,Davis Ltd,Restaurant Partners,INV-2023-988,01-05-2024,11612.11,31-05-2024,,Overdue,Cheque,286
VEN989,Griffith LLC,Logistics,INV-2023-989,14-05-2024,169438.15,13-06-2024,,Pending,Cheque,0
VEN990,"Alvarado, Miller and Scott",Restaurant Partners,INV-2023-990,18-07-2024,102269.06,17-08-2024,,Overdue,Cheque,208
VEN991,Marquez Group,Logistics,INV-2023-991,10-10-2024,109801.81,09-11-2024,09-11-2024,Paid,Bank Transfer,0
VEN992,Roberts-Greene,Logistics,INV-2023-992,26-10-2024,20850.16,25-11-2024,,Pending,UPI,0
VEN993,Church Inc,Packaging,INV-2023-993,09-05-2024,47423.31,08-06-2024,08-06-2024,Paid,UPI,0
VEN994,"Lewis, Shaw and Thomas",Restaurant Partners,INV-2023-994,19-03-2024,146010.39,18-04-2024,,Pending,UPI,0
VEN995,"Taylor, Jones and Lopez",Marketing,INV-2023-995,20-09-2024,59177.42,20-10-2024,,Overdue,Bank Transfer,144
VEN996,Flores-Smith,Packaging,INV-2023-996,21-10-2024,110883.88,20-11-2024,,Pending,UPI,0
VEN997,Love-King,Restaurant Partners,INV-2023-997,20-03-2024,10512.73,19-04-2024,,Pending,Bank Transfer,0
VEN998,"Hamilton, King and Parker",Restaurant Partners,INV-2023-998,30-07-2024,76712.5,29-08-2024,27-08-2024,Paid,Bank Transfer,0
VEN999,"Erickson, Miller and Taylor",Packaging,INV-2023-999,15-03-2024,76706.45,14-04-2024,19-04-2024,Paid,UPI,0
VEN1000,Anderson Ltd,Restaurant Partners,INV-2023-1000,08-09-2024,68758.03,08-10-2024,,Pending,Cheque,0
